Area_Axon;Area_Fiber;CentroidX;CentroidY;Perimeter_Fiber;Perimeter_Axon;Fiber_MinFeretdistance;Axon_MinFeretdistance;MyelinThickness_MinFeretdistance;MinFeretdistance_gratio;Fiber_circleArea_diameter;Axon_circleArea_diameter;MyelinThickness_CircleArea;CircleArea_gratio;Fiber_circlePerimeter_diameter;Axon_circlePerimeter_diameter;MyelinThickness_CirclePerimeter;CirclePerimeter_gratio;ShapeAdjustedEllipse_Fiber;ShapeAdjustedEllipse_Axon;MyelinThickness_ShapeAdjustedEllipse;ShapeAdjustedEllipse_gratio 
5.787176;16.471822;43.200000;-50.300000;17.330562;12.125108;3.114130;1.528495;0.792818;0.490826;4.580744;2.715179;0.932782;0.592738;5.245803;1.843050;1.701377;0.351338;2.739920;1.300069;0.719925;0.474492 
1.812064;24.781195;39.800000;-46.800000;19.650446;5.656860;4.811188;1.428500;1.691344;0.296912;5.618576;1.519329;2.049624;0.270412;7.892100;0.577090;3.657505;0.073123;3.830985;0.931381;1.449802;0.243118 
2.473222;13.239492;30.200000;-44.900000;16.982008;7.593906;3.388402;1.119944;1.134229;0.330523;4.106774;1.774993;1.165890;0.432211;4.216399;0.787650;1.714374;0.186806;2.168131;0.896658;0.635736;0.413563 
4.252636;16.365710;31.500000;-45.900000;18.036241;9.953788;3.139843;1.399930;0.869956;0.445860;4.565965;2.327525;1.119220;0.509755;5.212010;1.354343;1.928833;0.259850;2.565187;1.176377;0.694405;0.458593 
9.452116;22.536522;34.200000;-45.700000;17.996243;12.199390;5.145457;3.379831;0.882813;0.656857;5.358073;3.470002;0.944036;0.647621;7.177236;3.010228;2.083504;0.419413;3.972029;2.343189;0.814420;0.589922 
4.807682;15.435191;35.900000;-45.400000;15.724928;10.322341;4.388352;2.762719;0.812817;0.629557;4.434260;2.474760;0.979750;0.558100;4.915666;1.531109;1.692278;0.311475;2.947709;1.291763;0.827973;0.438226 
2.334460;12.994619;31.000000;-47.400000;12.999350;6.042555;2.942710;1.285650;0.828530;0.436893;3.812668;1.724481;1.044094;0.452303;3.634109;0.743459;1.445325;0.204578;2.734409;1.171698;0.781356;0.428501 
3.142543;13.770051;32.700000;-48.100000;14.782118;6.793946;3.645532;1.759912;0.942810;0.482759;4.188253;2.000810;1.093722;0.477719;4.385367;1.000810;1.692278;0.228216;2.808093;1.447540;0.680277;0.515489 
2.636471;11.411104;34.700000;-47.700000;14.307856;6.825373;3.082703;1.322791;0.879956;0.429101;4.068618;1.832638;1.117990;0.450433;4.138414;0.839640;1.649387;0.202889;2.746030;1.122936;0.811547;0.408931 
1.167230;9.566390;33.200000;-49.300000;16.473462;5.582578;2.077039;0.868528;0.604256;0.418157;3.490915;1.219392;1.135761;0.349305;3.046621;0.371729;1.337446;0.122014;1.564157;0.566468;0.498844;0.362156 
2.391598;10.660158;40.500000;-55.100000;13.816452;7.662474;2.919854;1.271365;0.824245;0.435421;3.685081;1.745457;0.969812;0.473655;3.394955;0.761655;1.316650;0.224349;2.234770;0.853600;0.690585;0.381963 
1.322317;9.378654;40.300000;-56.100000;16.390609;6.451106;2.385595;1.274222;0.555686;0.534132;3.456491;1.297875;1.079308;0.375489;2.986832;0.421120;1.282856;0.140992;1.539865;0.547410;0.496228;0.355492 
4.203661;16.675883;44.300000;-48.000000;16.367753;8.668138;3.674102;1.897048;0.888527;0.516330;4.609031;2.314084;1.147474;0.502076;5.310791;1.338746;1.986023;0.252080;3.056208;1.405352;0.825428;0.459835 
2.995619;17.492128;45.500000;-48.200000;18.076239;10.488047;3.579821;1.179941;1.199940;0.329609;4.720484;1.953478;1.383503;0.413830;5.570741;0.954019;2.308361;0.171255;2.773071;0.755220;1.008925;0.272341 
1.656977;7.762489;38.100000;-67.200000;8.353868;5.559722;2.385595;1.454213;0.465691;0.609581;2.338666;1.452859;0.442904;0.621234;1.367340;0.527700;0.419820;0.385932;1.534870;0.854336;0.340267;0.556618 
2.579334;4.293448;39.300000;-67.600000;16.073482;11.870835;2.191319;0.911383;0.639968;0.415906;3.516141;1.812671;0.851735;0.515528;3.090813;0.821444;1.134684;0.265770;1.636363;0.565300;0.535531;0.345461 
1.493728;9.705152;36.000000;-68.000000;13.599320;9.530952;1.928475;0.814245;0.557115;0.422222;3.144602;1.379434;0.882584;0.438667;2.472130;0.475710;0.998210;0.192429;1.566975;0.406378;0.580298;0.259339 
4.807682;24.234311;31.700000;-68.100000;18.807631;9.002407;4.771190;1.771340;1.499925;0.371257;5.556234;2.474760;1.540737;0.445402;7.717933;1.531109;3.093412;0.198383;4.047371;1.574786;1.236292;0.389089 
1.771251;7.656377;33.900000;-68.800000;10.659467;5.325448;2.819859;1.314220;0.752819;0.466059;3.123035;1.502122;0.810456;0.480982;2.438337;0.564093;0.937122;0.231343;2.234759;0.999026;0.617866;0.447040 
2.497709;16.822807;32.000000;-64.700000;12.919354;8.713850;2.405594;1.239938;0.582828;0.515439;3.388129;1.783759;0.802185;0.526473;2.869855;0.795449;1.037203;0.277174;2.002908;0.767536;0.617686;0.383211 
7.827789;10.186736;30.700000;-66.000000;22.561729;12.865071;4.645482;2.751291;0.947096;0.592251;5.498859;3.157801;1.170529;0.574265;7.559364;2.492926;2.533219;0.329780;2.933258;1.700484;0.616387;0.579725 
4.350585;23.736402;33.600000;-66.400000;20.150421;14.225003;3.034134;1.345647;0.844244;0.443503;4.629290;2.354176;1.137557;0.508539;5.357582;1.385537;1.986023;0.258612;2.288063;0.799930;0.744066;0.349610 
3.371091;9.011344;32.800000;-67.100000;12.907926;8.028170;2.817002;1.342790;0.737106;0.476673;3.602323;2.072290;0.765017;0.575265;3.244184;1.073596;1.085294;0.330929;2.351451;1.196901;0.577275;0.509005 
2.212024;12.447735;27.800000;-60.000000;14.750691;8.385295;2.791289;0.939953;0.925668;0.336745;3.982083;1.678650;1.151717;0.421551;3.964247;0.704466;1.629890;0.177705;2.460793;0.703988;0.878403;0.286082 
2.424247;13.141543;29.400000;-60.500000;15.467798;10.688037;3.754098;2.177034;0.788532;0.579909;4.091555;1.757331;1.167112;0.429502;4.185205;0.772053;1.706576;0.184472;2.450184;0.592961;0.928611;0.242007 
1.599840;8.831770;26.400000;-62.100000;13.873592;7.793896;2.142750;0.719964;0.711393;0.336000;3.354201;1.427590;0.963305;0.425613;2.812666;0.509503;1.151581;0.181146;1.770216;0.541767;0.614224;0.306046 
2.399760;12.317136;28.100000;-61.500000;14.927825;7.705329;2.571300;1.071375;0.749963;0.416667;3.961139;1.748433;1.106353;0.441397;3.922655;0.764255;1.579200;0.194831;2.383411;0.850950;0.766230;0.357031 
2.130399;7.313554;26.100000;-63.600000;11.016592;6.673952;2.248459;1.119944;0.564258;0.498094;3.052315;1.647387;0.702464;0.539717;2.329157;0.678471;0.825343;0.291295;1.967945;0.893869;0.537038;0.454214 
5.068881;29.139943;27.000000;-64.300000;23.755955;14.036441;3.965516;1.471355;1.247081;0.371037;6.092696;2.541097;1.775800;0.417073;9.280237;1.614293;3.832972;0.173950;3.486547;0.951961;1.267293;0.273038 
2.334460;13.859838;29.400000;-63.000000;16.347754;10.302342;2.791289;1.051376;0.869957;0.376663;4.201886;1.724481;1.238702;0.410406;4.413961;0.743459;1.835251;0.168433;2.412072;0.593177;0.909447;0.245920 
5.019906;23.777214;24.900000;-37.000000;18.561929;8.982408;4.685480;2.034184;1.325648;0.434146;5.503585;2.528791;1.487397;0.459481;7.572361;1.598696;2.986832;0.211123;4.041481;1.676131;1.182675;0.414732 
3.240492;18.194099;26.500000;-38.800000;19.421886;7.868178;4.034084;1.394216;1.319934;0.345609;4.814270;2.031752;1.391259;0.422027;5.794299;1.032004;2.381148;0.178107;2.627164;1.174123;0.726521;0.446916 
2.799720;19.067481;30.200000;-39.600000;18.813345;9.476669;3.085560;0.928525;1.078518;0.300926;4.928467;1.888524;1.519971;0.383187;6.072446;0.891631;2.590408;0.146832;2.908772;0.787893;1.060440;0.270868 
1.534540;12.684446;27.100000;-37.600000;20.353268;8.062454;2.048469;0.619969;0.714250;0.302650;4.019767;1.398152;1.310808;0.347819;4.039632;0.488707;1.775463;0.120978;1.659954;0.499705;0.580125;0.301035 
4.032250;18.651196;28.900000;-36.400000;17.956245;9.682373;3.156985;1.248509;0.954238;0.395475;4.874370;2.266412;1.303979;0.464965;5.939871;1.284156;2.327858;0.216193;3.038841;1.147008;0.945917;0.377449 
4.089387;18.349185;28.700000;-34.400000;19.470455;13.305049;3.859807;1.719914;1.069947;0.445596;4.834745;2.282413;1.276166;0.472086;5.843690;1.302353;2.270669;0.222865;2.644622;0.806193;0.919214;0.304842 
1.901851;17.965550;23.300000;-69.800000;20.376124;9.642375;4.251216;1.725628;1.262794;0.405914;4.783937;1.556515;1.613711;0.325363;5.721513;0.605685;2.557914;0.105861;2.430423;0.514957;0.957733;0.211880 
4.644433;24.332260;25.600000;-69.900000;23.990229;14.287857;4.294071;1.982758;1.155656;0.461743;5.567451;2.432381;1.567535;0.436893;7.749128;1.479119;3.135004;0.190876;2.787019;0.852093;0.967463;0.305736 
2.448735;12.749745;26.700000;-69.200000;15.064961;8.408151;2.851286;0.971380;0.939953;0.340681;4.030101;1.766184;1.131958;0.438248;4.060428;0.779852;1.640288;0.192061;2.455296;0.783208;0.836044;0.318987 
3.118056;17.761489;27.200000;-70.900000;18.673352;12.273672;3.268408;1.454213;0.907097;0.444930;4.621422;1.992999;1.314211;0.431252;5.339385;0.993011;2.173187;0.185979;2.516520;0.663539;0.926490;0.263673 
3.591478;16.765670;28.600000;-70.600000;17.573407;8.382438;3.634104;1.465641;1.084232;0.403302;4.825057;2.138956;1.343051;0.443302;5.820294;1.143783;2.338256;0.196516;3.064218;1.215194;0.924512;0.396576 
3.330279;18.275723;23.800000;-71.500000;16.627740;10.008071;4.628340;2.211318;1.208511;0.477778;4.756690;2.059707;1.348491;0.433013;5.656525;1.060598;2.297963;0.187500;3.246373;0.891806;1.177283;0.274708 
2.701771;25.091368;25.500000;-72.400000;26.790089;19.724728;4.428350;2.934139;0.747105;0.662581;5.653629;1.855194;1.899218;0.328142;7.990882;0.860437;3.565223;0.107677;2.520828;0.351118;1.084855;0.139287 
0.448935;10.398960;38.400000;-73.900000;11.570850;4.565486;1.614205;0.362839;0.625683;0.224779;2.766396;0.756235;1.005080;0.273365;1.913236;0.142973;0.885132;0.074728;1.438766;0.257206;0.590780;0.178769 
1.118256;4.921957;40.400000;-74.000000;13.356475;7.502482;1.828480;0.485690;0.671395;0.265625;3.156154;1.193536;0.981309;0.378162;2.490327;0.356132;1.067097;0.143006;1.616779;0.388765;0.614007;0.240456 
1.958988;6.007562;41.100000;-75.000000;13.816452;7.685330;2.391309;1.225653;0.582828;0.512545;3.377371;1.579723;0.898824;0.467738;2.851658;0.623881;1.113888;0.218778;1.808702;0.683003;0.562850;0.377620 
1.142743;15.476003;39.100000;-74.600000;9.179541;5.011178;1.888477;0.785675;0.551401;0.416036;2.503999;1.206534;0.648732;0.481843;1.567502;0.363931;0.601786;0.232172;1.573337;0.633295;0.470021;0.402517 
1.705952;7.142143;37.100000;-75.000000;18.090524;14.010728;1.688487;0.585685;0.551401;0.346870;3.639654;1.474173;1.082740;0.405031;3.311771;0.543297;1.384237;0.164050;1.535153;0.312550;0.611301;0.203595 
2.563009;7.819626;36.800000;-76.000000;16.636311;7.659617;3.528395;1.228510;1.149943;0.348178;4.440119;1.806925;1.316597;0.406954;4.928663;0.816245;2.056209;0.165612;2.695395;0.923613;0.885891;0.342663 
1.534540;8.954207;39.900000;-75.200000;12.930782;9.236681;2.117037;1.008521;0.554258;0.476383;3.016334;1.398152;0.809091;0.463527;2.274568;0.488707;0.892930;0.214857;1.519826;0.432015;0.543906;0.284253 
3.615965;23.556828;35.800000;-69.800000;21.076089;11.328005;3.814095;1.145657;1.334219;0.300375;5.478020;2.146235;1.665892;0.391790;7.502174;1.151581;3.175297;0.153500;3.195903;0.845686;1.175109;0.264616 
0.759108;6.505472;37.500000;-70.200000;10.690894;3.948374;2.399880;0.725678;0.837101;0.302381;2.878754;0.983370;0.947692;0.341596;2.071806;0.241754;0.915026;0.116688;1.771841;0.540114;0.615864;0.304832 
21.573353;94.953769;35.000000;-71.900000;37.175284;25.084460;8.745277;4.096938;2.324169;0.468474;10.998191;5.242326;2.877933;0.476653;30.240054;6.870494;11.684780;0.227198;8.036807;2.310811;2.862998;0.287529 
1.387616;12.578334;29.800000;-69.900000;16.576314;7.202497;2.639868;0.642825;0.998522;0.243506;4.002918;1.329535;1.336692;0.332141;4.005839;0.441916;1.781961;0.110318;2.109306;0.508906;0.800200;0.241267 
3.069081;15.671902;30.800000;-71.300000;18.719064;10.873742;3.199840;1.454213;0.872814;0.454464;4.468132;1.977285;1.245424;0.442531;4.991052;0.977414;2.006819;0.195833;2.318895;0.744373;0.787261;0.321003 
4.726058;12.872182;32.100000;-71.200000;14.047869;9.168113;3.422686;1.757055;0.832816;0.513356;4.049405;2.453662;0.797872;0.605931;4.099421;1.505114;1.297154;0.367153;2.804202;1.495864;0.654169;0.533436 
2.611984;17.826789;31.400000;-73.000000;16.670595;16.136336;3.962659;2.408451;0.777104;0.607787;4.765426;1.824107;1.470659;0.382780;5.677321;0.831842;2.422740;0.146520;3.247821;0.416149;1.415836;0.128132 
1.436591;10.301011;45.200000;-75.200000;15.879206;6.191119;2.668438;0.997093;0.835673;0.373662;4.145833;1.352794;1.396520;0.326302;4.296984;0.457513;1.919735;0.106473;2.434701;0.628709;0.902996;0.258228 
1.624327;13.492528;41.200000;-76.500000;16.842015;8.091024;2.177034;0.897098;0.639968;0.412073;3.622472;1.438474;1.091999;0.397097;3.280577;0.517302;1.381637;0.157686;1.651998;0.528275;0.561861;0.319780 
1.624327;16.969731;42.900000;-75.400000;18.461934;7.662474;2.914140;0.708536;1.102802;0.243137;4.649462;1.438474;1.605494;0.309385;5.404373;0.517302;2.443536;0.095719;2.593176;0.561016;1.016080;0.216343 
1.118256;8.439972;39.900000;-71.700000;15.844922;9.379531;1.794196;0.651396;0.571400;0.363057;3.278957;1.193536;1.042710;0.363999;2.687889;0.356132;1.165878;0.132495;1.428835;0.307532;0.560651;0.215233 
1.403941;9.158268;39.300000;-72.300000;16.099195;7.879606;1.914190;0.654253;0.629969;0.341791;3.415638;1.337333;1.039152;0.391532;2.916646;0.447115;1.234765;0.153298;1.532568;0.466935;0.532816;0.304675 
1.248855;8.146124;38.300000;-71.400000;14.567843;8.088167;2.568443;1.188512;0.689966;0.462736;3.221371;1.261308;0.980031;0.391544;2.594307;0.397724;1.098291;0.153307;1.518908;0.402217;0.558345;0.264807 
0.889707;7.068681;43.500000;-73.400000;13.042205;9.102402;1.708486;0.471405;0.618540;0.275920;3.000781;1.064605;0.968088;0.354776;2.251172;0.283346;0.983913;0.125866;1.485959;0.251502;0.617229;0.169252 
0.840732;5.893288;43.500000;-73.900000;15.090674;6.739663;1.151371;0.428550;0.361411;0.372208;2.739959;1.034890;0.852535;0.377703;1.876843;0.267749;0.804547;0.142659;1.029776;0.324648;0.352564;0.315261 
25.401541;119.220730;28.500000;-76.800000;39.703729;19.150471;11.313720;4.991179;3.161270;0.441162;12.323698;5.688467;3.317616;0.461588;37.968385;8.089663;14.939361;0.213063;10.269762;4.194526;3.037618;0.408435 
4.938282;37.098331;33.400000;-74.200000;24.881613;12.716507;5.236881;1.502782;1.867050;0.286961;6.874520;2.508148;2.183186;0.364847;11.814755;1.572701;5.121027;0.133113;4.411390;1.034157;1.688617;0.234429 
1.999800;10.072462;31.200000;-76.300000;11.713700;5.442585;3.419829;1.345647;1.037091;0.393484;3.505776;1.596094;0.954841;0.455276;3.072616;0.636879;1.217869;0.207276;2.630923;1.144402;0.743260;0.434981 
1.550865;11.917176;33.700000;-75.500000;13.993586;7.853893;2.162749;0.642825;0.759962;0.297226;3.582061;1.405569;1.088246;0.392391;3.207790;0.493906;1.356942;0.153971;2.044228;0.519943;0.762142;0.254347 
1.330479;9.648015;35.600000;-76.700000;18.430507;9.925218;3.771240;1.991329;0.889956;0.528030;3.896295;1.301875;1.297210;0.334131;3.795279;0.423719;1.685780;0.111644;1.740866;0.346144;0.697361;0.198834 
6.415685;8.905232;33.200000;-77.600000;23.304549;15.104959;5.662574;3.274122;1.194226;0.578204;6.344348;2.858819;1.742764;0.450609;10.062688;2.043212;4.009738;0.203048;3.973506;1.125143;1.424182;0.283161 
2.505872;31.596840;31.200000;-77.400000;12.005114;6.939653;2.699865;1.305649;0.697108;0.483598;3.368122;1.786671;0.790725;0.530465;2.836061;0.798048;1.019006;0.281393;2.218896;1.028079;0.595408;0.463329 
1.224367;11.100931;39.400000;-76.600000;16.379181;6.716807;2.211318;0.728535;0.741392;0.329457;3.760494;1.248881;1.255806;0.332106;3.535328;0.389926;1.572701;0.110294;1.857165;0.481888;0.687638;0.259475 
0.987656;8.317536;37.900000;-76.900000;12.785075;6.411108;2.051326;0.554258;0.748534;0.270195;3.255086;1.121678;1.066704;0.344592;2.648897;0.314540;1.167178;0.118744;1.843443;0.404778;0.719332;0.219577 
2.073262;9.509253;36.700000;-77.500000;14.093581;6.771090;2.228460;1.114230;0.557115;0.500000;3.480474;1.625146;0.927664;0.466932;3.028425;0.660275;1.184075;0.218026;1.889702;0.849510;0.520096;0.449547 
5.697389;15.892288;25.700000;-75.000000;18.507646;13.136486;2.665581;1.431357;0.617112;0.536977;4.499439;2.694034;0.902702;0.598749;5.061238;1.814455;1.623392;0.358500;2.392116;1.161691;0.615212;0.485633 
6.383035;39.759289;40.000000;-45.200000;26.624383;9.485240;5.628290;2.399880;1.614205;0.426396;7.116795;2.851536;2.132630;0.400677;12.662194;2.032814;5.314690;0.160542;4.330539;2.163358;1.083590;0.499559 
3.411904;15.598440;42.700000;-45.200000;20.213275;13.665031;2.519874;1.025663;0.747106;0.407029;4.457648;2.084796;1.186426;0.467690;4.967656;1.086594;1.940531;0.218734;2.094922;0.649556;0.722683;0.310062 
3.313954;19.263380;41.700000;-46.000000;22.064611;11.782268;3.142700;1.214225;0.964238;0.386364;4.953720;2.054653;1.449533;0.414770;6.134834;1.055399;2.539717;0.172034;2.379457;0.738812;0.820322;0.310496 
12.015125;36.053537;48.200000;-45.200000;23.378831;14.173577;6.033984;3.514110;1.259937;0.582386;6.777025;3.912274;1.432375;0.577285;11.482018;3.826473;3.827773;0.333258;4.745099;2.506510;1.119295;0.528231 
5.550465;22.805883;50.300000;-45.100000;21.967473;13.273622;4.665481;2.037041;1.314220;0.436620;5.389998;2.659071;1.365464;0.493334;7.263020;1.767664;2.747678;0.243379;2.901057;1.116034;0.892511;0.384699 
2.416085;12.578334;43.700000;-41.800000;15.562079;11.890834;3.794096;2.219889;0.787104;0.585090;4.002918;1.754370;1.124274;0.438273;4.005839;0.769454;1.618193;0.192083;2.300311;0.527369;0.886471;0.229260 
17.296229;54.419047;46.000000;-41.100000;28.947124;16.699165;6.888227;3.339833;1.774197;0.484861;8.326081;4.693976;1.816052;0.563768;17.330907;5.508353;5.911277;0.317834;5.741576;3.102717;1.319429;0.540395 
20.136762;72.735583;48.400000;-42.300000;33.735456;18.927625;8.659567;4.794046;1.932761;0.553613;9.625840;5.064773;2.280533;0.526164;23.164198;6.412981;8.375608;0.276849;6.537864;3.086935;1.725465;0.472163 
1.918176;13.794539;48.200000;-39.400000;18.007671;8.342440;2.248459;0.788532;0.729964;0.350699;4.191976;1.563181;1.314397;0.372898;4.393165;0.610884;1.891141;0.139053;2.106681;0.608376;0.749152;0.288784 
2.448735;14.006762;50.100000;-36.700000;18.173377;7.091074;3.125558;1.359932;0.882813;0.435101;4.224099;1.766184;1.228957;0.418121;4.460752;0.779852;1.840450;0.174825;2.118721;0.970150;0.574285;0.457894 
1.640652;11.182555;52.200000;-36.300000;14.662124;8.262444;2.448449;0.754248;0.847101;0.308051;3.774294;1.445684;1.164305;0.383034;3.561323;0.522501;1.519411;0.146715;2.171299;0.521741;0.824779;0.240290 
1.714114;13.884326;54.300000;-36.300000;17.381988;8.585285;2.954138;0.785675;1.084232;0.265957;4.205596;1.477696;1.363950;0.351364;4.421760;0.545896;1.937932;0.123457;2.221763;0.523849;0.848957;0.235781 
7.297229;20.797920;53.000000;-42.100000;18.821916;15.147814;4.285500;2.568443;0.858529;0.599333;5.147248;3.048907;1.049171;0.592337;6.623541;2.323958;2.149792;0.350863;3.247491;1.286614;0.980438;0.396187 
2.652796;14.627109;52.100000;-40.500000;18.256230;9.613805;2.502732;0.982808;0.759962;0.392694;4.316626;1.838303;1.239161;0.425866;4.658315;0.844839;1.906738;0.181362;2.212997;0.731866;0.740566;0.330712 
3.044593;17.345204;50.400000;-40.400000;18.590499;12.550801;3.656960;1.479926;1.088517;0.404687;4.700617;1.969381;1.365618;0.418962;5.523950;0.969616;2.277167;0.175529;2.636388;0.632156;1.002116;0.239781 
1.975313;15.076043;52.100000;-38.300000;19.979001;13.245052;2.208461;0.665681;0.771390;0.301423;4.382368;1.586292;1.398038;0.361971;4.801288;0.629080;2.086104;0.131023;2.046186;0.383982;0.831102;0.187658 
3.313954;11.688627;53.900000;-38.500000;15.622076;9.282393;3.082703;1.545637;0.768533;0.501390;3.858752;2.054653;0.902050;0.532466;3.722493;1.055399;1.333547;0.283520;2.095682;0.969964;0.562859;0.462839 
2.514034;10.513234;55.400000;-33.500000;16.347754;11.625133;3.199840;1.954188;0.622826;0.610714;3.659598;1.789579;0.935010;0.489010;3.348164;0.800648;1.273758;0.239130;1.751590;0.562901;0.594344;0.321366 
3.542503;12.415085;53.400000;-34.800000;15.162099;10.405194;3.328405;1.865621;0.731392;0.560515;3.976857;2.124322;0.926268;0.534171;3.953849;1.128186;1.412832;0.285339;2.351433;0.911264;0.720084;0.387536 
23.654777;115.278267;42.100000;-39.500000;43.603534;23.735956;8.376724;3.322691;2.527017;0.396658;12.118222;5.489397;3.314413;0.452987;36.712824;7.533369;14.589728;0.205197;7.853956;2.735951;2.559002;0.348353 
5.183155;20.095949;43.000000;-37.200000;18.070525;9.485240;3.856950;2.259887;0.798531;0.585926;5.059638;2.569581;1.245029;0.507859;6.399984;1.650686;2.374649;0.257920;3.321553;1.596732;0.862410;0.480719 
5.705552;16.561609;45.700000;-37.200000;16.130622;9.265251;4.122651;2.282743;0.919954;0.553708;4.593211;2.695963;0.948624;0.586945;5.274398;1.817055;1.728672;0.344505;3.107908;1.902020;0.602944;0.611994 
3.346604;12.847695;47.200000;-37.300000;13.473612;7.202497;3.999800;1.885620;1.057090;0.471429;4.045552;2.064749;0.990401;0.510375;4.091623;1.065797;1.512913;0.260483;3.059877;1.414769;0.822554;0.462361 
3.583315;17.753327;49.000000;-35.000000;11.259437;8.516717;2.445592;1.374217;0.535687;0.561916;3.245489;2.136523;0.554483;0.658306;2.633300;1.141183;0.746058;0.433366;2.247318;1.185204;0.531057;0.527386 
1.746764;8.268561;44.600000;-35.700000;20.044712;9.893791;2.597013;0.522831;1.037091;0.201320;4.755597;1.491703;1.631947;0.313673;5.653926;0.556294;2.548816;0.098391;2.448730;0.458999;0.994866;0.187444 
3.542503;11.484566;49.300000;-33.300000;14.239288;13.565036;2.768433;1.602777;0.582828;0.578947;3.824921;2.124322;0.850300;0.555390;3.657505;1.128186;1.264660;0.308458;2.345244;0.680458;0.832393;0.290144 
12.104912;96.006725;38.100000;-32.100000;43.229267;18.710493;6.782518;1.942760;2.419879;0.286436;11.059004;3.926865;3.566069;0.355083;30.575390;3.855067;13.360161;0.126084;6.305701;1.739590;2.283055;0.275876 
2.628309;22.405923;43.100000;-29.200000;20.950381;8.828130;3.625533;1.025663;1.299935;0.282900;5.342525;1.829799;1.756363;0.342497;7.135644;0.837041;3.149302;0.117304;3.032482;0.798828;1.116827;0.263424 
1.371291;9.288867;40.900000;-30.000000;13.696458;7.276779;2.245602;0.774247;0.735678;0.344784;3.439906;1.321691;1.059107;0.384223;2.958238;0.436717;1.260760;0.147627;1.911296;0.496936;0.707180;0.259999 
0.808082;7.158468;41.400000;-30.600000;13.482183;6.396823;1.514210;0.445692;0.534259;0.294340;3.019779;1.014596;1.002592;0.335983;2.279767;0.257351;1.011208;0.112885;1.446333;0.329425;0.558454;0.227766 
12.684446;3.917976;46.700000;-30.000000;26.058697;17.879106;6.108266;4.374067;0.867100;0.716090;6.685889;4.019767;1.333061;0.601232;11.175277;4.039632;3.567822;0.361479;3.828137;1.934239;0.946949;0.505269 
3.558828;12.153887;44.000000;-31.700000;14.524988;8.233874;2.597013;1.411358;0.592828;0.543454;3.934801;2.129211;0.902795;0.541123;3.870665;1.133385;1.368640;0.292814;2.445015;1.232981;0.606017;0.504284 
3.534340;35.090368;51.600000;-26.900000;16.533459;8.159592;4.091224;1.834194;1.128515;0.448324;4.429568;2.121873;1.153848;0.479025;4.905268;1.125586;1.889841;0.229465;2.704934;1.238818;0.733058;0.457985 
4.007762;16.871782;45.800000;-28.100000;22.436021;17.953388;4.631197;3.291264;0.669967;0.710672;4.636024;2.259520;1.188252;0.487383;5.373179;1.276357;2.048411;0.237542;2.016693;0.575612;0.720540;0.285424 
5.117856;16.937082;50.000000;-28.100000;15.904919;8.810988;4.316927;2.302742;1.007092;0.533422;4.644987;2.553343;1.045822;0.549699;5.393975;1.629890;1.882042;0.302169;3.301792;1.786707;0.757543;0.541132 
3.101731;15.402541;49.600000;-29.400000;16.413465;10.922311;2.019899;0.974237;0.522831;0.482320;3.756344;1.987775;0.884284;0.529178;3.527530;0.987812;1.269859;0.280029;1.847715;0.749011;0.549352;0.405371 
3.664940;11.076443;49.700000;-30.500000;14.247859;8.653853;3.505539;2.099895;0.702822;0.599022;3.599436;2.160720;0.719358;0.600294;3.238985;1.167178;1.035903;0.360353;2.016317;1.190865;0.412726;0.590614 
4.032250;10.170411;51.500000;-30.200000;18.444792;14.593556;3.105559;1.551351;0.777104;0.499540;4.375244;2.266412;1.054416;0.518008;4.785691;1.284156;1.750767;0.268332;2.252366;0.719573;0.766397;0.319474 
2.465060;15.027069;52.100000;-28.100000;12.342240;9.648089;1.897048;0.839958;0.528545;0.442771;3.040369;1.772062;0.634154;0.582844;2.310961;0.785051;0.762955;0.339708;1.645185;0.674533;0.485326;0.410004 
8.619546;7.256417;53.500000;-28.000000;25.295878;21.444642;3.631247;2.477019;0.577114;0.682140;5.100574;3.313656;0.893459;0.649663;6.503964;2.745078;1.879443;0.422062;2.156821;1.046458;0.555182;0.485185 
1.665140;20.422447;53.900000;-29.600000;14.864971;10.899455;1.705629;0.739963;0.482833;0.433836;3.184034;1.456433;0.863801;0.457417;2.534518;0.530299;1.002110;0.209231;1.444913;0.394762;0.525075;0.273208 
1.142743;7.958388;54.900000;-29.100000;13.756455;8.408151;2.237031;0.617112;0.809960;0.275862;3.391197;1.206534;1.092332;0.355784;2.875054;0.363931;1.255561;0.126582;1.836816;0.352259;0.742278;0.191777 
0.661158;9.027669;43.600000;-31.000000;8.239588;4.002657;1.485640;0.599970;0.442835;0.403846;2.234066;0.917736;0.658165;0.410792;1.247763;0.210560;0.518601;0.168750;1.390165;0.452474;0.468846;0.325482 
1.583515;11.280505;35.200000;-34.300000;13.419329;9.425243;1.545637;0.571400;0.487119;0.369686;3.065912;1.420288;0.822812;0.463251;2.349953;0.504304;0.922825;0.214602;1.504909;0.436774;0.534067;0.290233 
2.048775;7.378854;33.400000;-33.800000;14.910683;6.671095;3.436971;1.048519;1.194226;0.305071;3.790787;1.615520;1.087634;0.426170;3.592517;0.652476;1.470021;0.181621;2.142450;0.854464;0.643993;0.398826 
3.109893;8.946044;34.600000;-35.100000;16.993436;10.596613;2.291314;0.908526;0.691394;0.396509;4.132016;1.990389;1.070814;0.481699;4.268389;0.990412;1.638989;0.232034;2.197270;0.776741;0.710264;0.353503 
