Name;CenterX;CenterY;Area;Perimeter;MinFeret;CircleAreaDiameter;CirclePerimeterDiameter;SAEDiameter;PerimeterError;AreaError 
Unmyelinated axon;50.100000;-50.000000;0.130599;1.808481;0.268558;0.407883;0.575949;0.196928;0.009615;-0.000066 
Unmyelinated axon;47.700000;-49.700000;0.399960;2.885570;0.665681;0.713795;0.918971;0.388232;0.013116;-0.000203 
Unmyelinated axon;48.300000;-49.700000;0.881544;4.459777;0.854243;1.059711;1.420311;0.546472;0.022006;-0.000447 
Unmyelinated axon;48.100000;-50.100000;0.138762;1.662774;0.371410;0.420436;0.529546;0.235688;0.007143;-0.000070 
Unmyelinated axon;48.200000;-50.700000;0.726458;3.565536;0.911383;0.961990;1.135521;0.593631;0.012071;-0.000368 
Unmyelinated axon;48.300000;-50.400000;0.497909;3.525538;0.654253;0.796417;1.122783;0.385274;0.018708;-0.000253 
Unmyelinated axon;48.600000;-50.500000;0.710133;3.796953;0.699965;0.951119;1.209221;0.526286;0.016729;-0.000360 
Unmyelinated axon;49.000000;-50.300000;0.579534;3.468398;0.708536;0.859220;1.104585;0.468255;0.015711;-0.000294 
Unmyelinated axon;49.200000;-50.500000;0.644833;3.308406;0.814245;0.906335;1.053632;0.573168;0.010361;-0.000327 
Unmyelinated axon;49.200000;-51.000000;0.865220;4.502632;0.785675;1.049853;1.433959;0.528418;0.022909;-0.000439 
Unmyelinated axon;48.700000;-50.800000;0.571371;3.411258;0.608541;0.853148;1.086388;0.471042;0.015091;-0.000290 
Unmyelinated axon;48.900000;-51.200000;0.906032;5.942560;0.682823;1.074328;1.892535;0.401655;0.034275;-0.000460 
Unmyelinated axon;49.500000;-50.800000;0.293848;2.397023;0.545687;0.611824;0.763383;0.347556;0.010020;-0.000149 
Unmyelinated axon;48.700000;-51.300000;0.220386;2.454163;0.365696;0.529855;0.781581;0.242607;0.013600;-0.000112 
Unmyelinated axon;49.200000;-52.400000;1.175393;4.119794;1.142800;1.223648;1.312036;0.901666;0.006206;-0.000596 
Unmyelinated axon;49.700000;-52.800000;0.865220;4.888327;0.637111;1.049853;1.556792;0.477690;0.027197;-0.000439 
Unmyelinated axon;48.400000;-52.600000;1.183555;6.973937;0.648539;1.227890;2.220999;0.445949;0.039950;-0.000600 
Unmyelinated axon;48.700000;-52.800000;1.175393;6.188262;0.814245;1.223648;1.970784;0.505737;0.035732;-0.000596 
Unmyelinated axon;48.800000;-52.200000;0.391798;2.905569;0.459977;0.706474;0.925340;0.375471;0.013722;-0.000199 
Unmyelinated axon;48.700000;-53.300000;0.473422;4.122651;0.494261;0.776586;1.312946;0.303874;0.023898;-0.000240 
Unmyelinated axon;49.500000;-53.500000;0.620346;3.311263;0.677109;0.888960;1.054542;0.544307;0.011473;-0.000315 
Unmyelinated axon;49.200000;-53.900000;0.457097;3.511253;0.485690;0.763079;1.118233;0.352155;0.019357;-0.000232 
Unmyelinated axon;49.300000;-54.100000;0.326498;3.419829;0.342840;0.644919;1.089118;0.252671;0.019825;-0.000166 
Unmyelinated axon;48.600000;-53.700000;0.228549;2.014185;0.379981;0.539578;0.641460;0.329279;0.007047;-0.000116 
Unmyelinated axon;48.600000;-53.900000;0.171411;2.057040;0.337126;0.467288;0.655108;0.227626;0.010843;-0.000087 
Unmyelinated axon;48.800000;-54.300000;0.146924;1.817052;0.319984;0.432625;0.578679;0.223677;0.008934;-0.000075 
Unmyelinated axon;48.500000;-54.300000;0.122437;1.797053;0.254273;0.394931;0.572310;0.184729;0.009812;-0.000062 
Unmyelinated axon;48.600000;-54.400000;0.302011;2.468448;0.519974;0.620264;0.786130;0.344694;0.010787;-0.000153 
Unmyelinated axon;49.200000;-53.000000;0.204061;1.971330;0.445692;0.509854;0.627812;0.295166;0.007902;-0.000104 
Unmyelinated axon;49.300000;-53.300000;0.506072;3.276979;0.725678;0.802918;1.043624;0.431121;0.015224;-0.000257 
Unmyelinated axon;22.700000;-42.000000;0.416285;3.654103;0.394266;0.728216;1.163727;0.303669;0.021063;-0.000211 
Unmyelinated axon;23.100000;-42.000000;0.432610;3.019849;0.468548;0.742358;0.961735;0.400371;0.013927;-0.000219 
Unmyelinated axon;23.000000;-41.700000;0.130599;1.622776;0.314270;0.407883;0.516808;0.226760;0.007086;-0.000066 
Unmyelinated axon;24.700000;-43.100000;1.273342;5.336876;0.714250;1.273614;1.699642;0.660471;0.026133;-0.000646 
Unmyelinated axon;25.200000;-43.400000;1.150905;5.251166;0.799960;1.210835;1.672346;0.600933;0.027149;-0.000584 
Unmyelinated axon;27.100000;-45.100000;1.428429;6.633954;0.682823;1.348946;2.112724;0.575676;0.038007;-0.000725 
Unmyelinated axon;28.200000;-45.400000;0.342823;2.434164;0.648539;0.660846;0.775211;0.411856;0.007993;-0.000174 
Unmyelinated axon;28.600000;-45.900000;0.791758;3.965516;0.662824;1.004295;1.262903;0.564252;0.016958;-0.000402 
Unmyelinated axon;28.700000;-46.200000;0.212224;1.914190;0.428550;0.519951;0.609615;0.324318;0.006269;-0.000108 
Unmyelinated axon;29.500000;-46.000000;0.350985;2.605584;0.485690;0.668667;0.829804;0.382788;0.010712;-0.000178 
Unmyelinated axon;29.800000;-45.800000;0.620346;3.531252;0.651396;0.888960;1.124603;0.495282;0.015355;-0.000315 
Unmyelinated axon;26.400000;-41.800000;1.281504;4.342640;1.119944;1.277689;1.383006;0.922024;0.007478;-0.000650 
Unmyelinated axon;26.600000;-42.100000;0.514234;2.885570;0.685680;0.809367;0.918971;0.532704;0.007811;-0.000261 
Unmyelinated axon;27.100000;-41.600000;1.134580;4.154078;1.028520;1.202217;1.322955;0.838618;0.008646;-0.000575 
Unmyelinated axon;27.500000;-41.700000;0.742783;3.448399;0.885670;0.972739;1.098216;0.646696;0.008962;-0.000377 
Unmyelinated axon;26.500000;-42.300000;0.130599;1.425643;0.382838;0.407883;0.454026;0.278297;0.003306;-0.000066 
Unmyelinated axon;27.000000;-42.100000;0.114274;1.345647;0.314270;0.381539;0.428550;0.256015;0.003363;-0.000058 
Unmyelinated axon;38.200000;-69.100000;1.444753;4.736906;1.182798;1.356632;1.508569;0.927407;0.010888;-0.000733 
Unmyelinated axon;37.800000;-69.500000;0.489747;3.182698;0.628540;0.789862;1.013598;0.431510;0.014355;-0.000248 
Unmyelinated axon;38.100000;-69.500000;0.204061;2.065611;0.382838;0.509854;0.657838;0.276492;0.009437;-0.000104 
Unmyelinated axon;38.600000;-69.600000;0.726458;3.474112;0.874242;0.961990;1.106405;0.619302;0.010226;-0.000368 
Unmyelinated axon;39.500000;-69.500000;0.310173;2.791289;0.457120;0.628590;0.888946;0.302920;0.014865;-0.000157 
Unmyelinated axon;40.100000;-68.800000;0.775433;4.336926;0.699965;0.993887;1.381187;0.489468;0.022609;-0.000393 
Unmyelinated axon;40.100000;-68.500000;0.097949;1.285650;0.314270;0.353237;0.409443;0.224467;0.003961;-0.000050 
Unmyelinated axon;39.700000;-66.600000;0.767270;3.922661;0.917097;0.988643;1.249255;0.551712;0.017003;-0.000389 
Unmyelinated axon;40.500000;-66.800000;0.620346;3.119844;0.837101;0.888960;0.993581;0.601921;0.007492;-0.000315 
Unmyelinated axon;39.900000;-66.900000;0.971331;4.159792;0.828530;1.112369;1.324775;0.676944;0.014670;-0.000493 
Unmyelinated axon;39.800000;-67.100000;0.391798;3.122701;0.477119;0.706474;0.994491;0.342397;0.016542;-0.000199 
Unmyelinated axon;40.500000;-67.200000;1.501891;5.414015;0.951381;1.383198;1.724209;0.786802;0.022566;-0.000762 
Unmyelinated axon;40.200000;-67.600000;0.734620;3.802667;0.877099;0.967379;1.211040;0.546950;0.016053;-0.000373 
Unmyelinated axon;40.900000;-67.800000;1.085606;4.082653;1.088517;1.175984;1.300208;0.812783;0.008902;-0.000551 
Unmyelinated axon;40.300000;-66.100000;1.150905;6.928225;0.577114;1.210835;2.206441;0.436214;0.039594;-0.000584 
Unmyelinated axon;41.400000;-65.800000;1.142743;4.696908;1.008521;1.206534;1.495831;0.691662;0.019250;-0.000580 
Unmyelinated axon;44.400000;-70.100000;0.432610;2.902712;0.702822;0.742358;0.924431;0.422890;0.012061;-0.000219 
Unmyelinated axon;44.400000;-69.900000;0.261198;2.719864;0.431407;0.576833;0.866199;0.258573;0.015262;-0.000132 
Unmyelinated axon;43.400000;-69.700000;0.587696;3.362689;0.742820;0.865250;1.070920;0.497211;0.013708;-0.000298 
Unmyelinated axon;43.200000;-69.600000;0.073462;1.139943;0.257130;0.305912;0.363039;0.187191;0.003957;-0.000037 
Unmyelinated axon;43.700000;-69.900000;0.383635;2.591299;0.534259;0.699076;0.825254;0.431330;0.008777;-0.000195 
Unmyelinated axon;44.000000;-69.800000;0.546884;3.305549;0.654253;0.834666;1.052723;0.466999;0.014254;-0.000277 
Unmyelinated axon;44.000000;-70.000000;0.391798;2.968423;0.451406;0.706474;0.945358;0.365072;0.014606;-0.000199 
Unmyelinated axon;44.000000;-70.200000;0.065300;1.091374;0.228560;0.288417;0.347571;0.172380;0.004044;-0.000033 
Unmyelinated axon;43.700000;-70.000000;0.236711;2.554158;0.297128;0.549129;0.813426;0.250172;0.014199;-0.000120 
Unmyelinated axon;44.800000;-70.300000;0.179574;1.719914;0.428550;0.478285;0.547743;0.310145;0.004930;-0.000091 
Unmyelinated axon;45.100000;-70.300000;0.261198;2.359882;0.394266;0.576833;0.751555;0.308737;0.011021;-0.000132 
Unmyelinated axon;45.400000;-70.300000;0.179574;1.751341;0.362839;0.478285;0.557752;0.300933;0.005578;-0.000091 
Unmyelinated axon;45.400000;-70.100000;0.195899;2.074182;0.331412;0.499552;0.660568;0.262183;0.009984;-0.000099 
Unmyelinated axon;45.500000;-70.000000;0.171411;2.054183;0.345697;0.467288;0.654198;0.228019;0.010810;-0.000087 
Unmyelinated axon;45.300000;-70.000000;0.073462;1.134229;0.277129;0.305912;0.361219;0.188672;0.003846;-0.000037 
Unmyelinated axon;44.200000;-67.400000;0.644833;3.639818;0.714250;0.906335;1.159178;0.497410;0.016282;-0.000327 
Unmyelinated axon;43.900000;-64.100000;0.146924;1.645632;0.319984;0.432625;0.524087;0.256550;0.006223;-0.000075 
Unmyelinated axon;43.100000;-65.400000;0.514234;3.511253;0.542830;0.809367;1.118233;0.401516;0.018162;-0.000261 
Unmyelinated axon;42.900000;-65.500000;0.179574;2.051326;0.334269;0.478285;0.653289;0.240726;0.010437;-0.000091 
Unmyelinated axon;42.700000;-65.300000;0.122437;1.505639;0.265701;0.394931;0.479503;0.233412;0.005742;-0.000062 
Unmyelinated axon;43.800000;-65.500000;0.873382;4.342640;1.157085;1.054793;1.383006;0.559820;0.020553;-0.000443 
Unmyelinated axon;44.300000;-65.900000;0.179574;2.248459;0.288557;0.478285;0.716070;0.215157;0.012593;-0.000091 
Unmyelinated axon;43.400000;-65.800000;0.048975;0.962809;0.228560;0.249776;0.306627;0.145244;0.003820;-0.000025 
Unmyelinated axon;44.800000;-60.900000;0.212224;2.491304;0.357125;0.519951;0.793409;0.228717;0.014110;-0.000108 
Unmyelinated axon;44.500000;-60.900000;0.342823;3.719814;0.297128;0.660846;1.184654;0.242375;0.021365;-0.000174 
Unmyelinated axon;44.900000;-61.000000;0.114274;1.362789;0.314270;0.381539;0.434009;0.250308;0.003736;-0.000058 
Unmyelinated axon;45.000000;-61.000000;0.130599;1.874192;0.277129;0.407883;0.596876;0.188555;0.010320;-0.000066 
Unmyelinated axon;46.600000;-59.400000;0.130599;1.894191;0.259987;0.407883;0.603246;0.186173;0.010518;-0.000066 
Unmyelinated axon;45.400000;-59.100000;0.244873;2.342740;0.351411;0.558517;0.746096;0.289256;0.011492;-0.000124 
Unmyelinated axon;45.300000;-59.000000;0.048975;0.905669;0.199990;0.249776;0.288430;0.159719;0.002731;-0.000025 
Unmyelinated axon;44.300000;-58.600000;0.636671;3.888377;0.699965;0.900581;1.238337;0.449458;0.019979;-0.000323 
Unmyelinated axon;44.200000;-58.100000;0.726458;3.402687;0.822816;0.961990;1.083658;0.642118;0.008697;-0.000368 
Unmyelinated axon;44.000000;-57.900000;0.563209;3.219839;0.617112;0.847032;1.025426;0.502793;0.012145;-0.000286 
Unmyelinated axon;44.300000;-57.800000;0.432610;2.739863;0.628540;0.742358;0.872568;0.461185;0.009087;-0.000219 
Unmyelinated axon;43.800000;-58.300000;1.191718;4.582628;1.114230;1.232117;1.459436;0.756184;0.015769;-0.000604 
Unmyelinated axon;43.100000;-58.300000;0.481584;2.876999;0.597113;0.783252;0.916242;0.490335;0.009314;-0.000244 
Unmyelinated axon;43.300000;-58.500000;0.734620;4.508346;0.671395;0.967379;1.435779;0.439695;0.025099;-0.000373 
Unmyelinated axon;43.700000;-58.600000;0.097949;1.488497;0.217132;0.353237;0.474044;0.181856;0.007361;-0.000050 
Unmyelinated axon;44.200000;-58.900000;0.293848;2.734149;0.431407;0.611824;0.870748;0.292547;0.014663;-0.000149 
Unmyelinated axon;42.800000;-58.400000;0.310173;2.368453;0.565686;0.628590;0.754284;0.378134;0.008625;-0.000157 
Unmyelinated axon;42.800000;-58.500000;0.163249;1.811338;0.331412;0.456027;0.576859;0.254105;0.007874;-0.000083 
Unmyelinated axon;43.200000;-58.700000;0.457097;3.585535;0.408551;0.763079;1.141890;0.343473;0.020075;-0.000232 
Unmyelinated axon;43.700000;-58.700000;0.130599;1.539923;0.399980;0.407883;0.490421;0.244624;0.005654;-0.000066 
Unmyelinated axon;42.900000;-56.600000;0.897869;3.908376;1.008521;1.069478;1.244706;0.675080;0.012316;-0.000455 
Unmyelinated axon;43.100000;-57.100000;0.710133;3.776954;0.725678;0.951119;1.202852;0.530151;0.016409;-0.000360 
Unmyelinated axon;43.500000;-56.900000;0.130599;1.548494;0.314270;0.407883;0.493151;0.242585;0.005812;-0.000066 
Unmyelinated axon;43.900000;-56.800000;0.710133;3.485540;0.885670;0.951119;1.110045;0.597652;0.011149;-0.000360 
Unmyelinated axon;43.100000;-57.400000;0.114274;1.377074;0.322841;0.381539;0.438559;0.245868;0.004039;-0.000058 
Unmyelinated axon;43.500000;-57.600000;1.028469;3.956945;1.002807;1.144618;1.260174;0.797687;0.008276;-0.000522 
Unmyelinated axon;43.800000;-57.300000;0.661158;3.811238;0.585685;0.917736;1.213770;0.481541;0.018352;-0.000335 
Unmyelinated axon;43.900000;-57.400000;0.775433;4.559772;0.731392;0.993887;1.452157;0.460308;0.025076;-0.000393 
Unmyelinated axon;43.400000;-57.300000;0.089787;1.277079;0.302842;0.338199;0.406713;0.202773;0.004693;-0.000046 
Unmyelinated axon;43.300000;-56.600000;0.146924;1.577064;0.314270;0.432625;0.502250;0.274206;0.004902;-0.000075 
Unmyelinated axon;43.400000;-56.300000;0.848895;5.042605;0.574257;1.039901;1.605925;0.451089;0.028727;-0.000431 
Unmyelinated axon;42.600000;-56.400000;0.595859;4.448349;0.582828;0.871238;1.416672;0.356195;0.025729;-0.000302 
Unmyelinated axon;44.500000;-56.100000;0.946844;4.216932;0.857100;1.098258;1.342972;0.642297;0.016505;-0.000480 
Unmyelinated axon;44.500000;-56.500000;0.832570;4.151221;0.788532;1.029854;1.322045;0.562345;0.018739;-0.000422 
Unmyelinated axon;44.600000;-56.800000;0.261198;2.788432;0.419979;0.576833;0.888036;0.251128;0.015862;-0.000132 
Unmyelinated axon;44.600000;-57.100000;0.138762;1.474212;0.359982;0.420436;0.469494;0.285156;0.003514;-0.000070 
Unmyelinated axon;40.800000;-57.200000;0.522397;4.499775;0.422836;0.815766;1.433049;0.305925;0.025968;-0.000265 
Unmyelinated axon;40.200000;-57.400000;0.073462;1.157085;0.242845;0.305912;0.368498;0.182954;0.004280;-0.000037 
Unmyelinated axon;42.600000;-58.500000;0.089787;1.339933;0.225703;0.338199;0.426730;0.189114;0.005785;-0.000046 
Unmyelinated axon;42.500000;-58.400000;0.089787;1.754198;0.251416;0.338199;0.558662;0.135826;0.010164;-0.000046 
Unmyelinated axon;43.400000;-58.200000;0.228549;2.377024;0.605684;0.539578;0.757014;0.262598;0.012541;-0.000116 
Unmyelinated axon;42.600000;-56.500000;0.326498;2.797003;0.465691;0.644919;0.890765;0.320055;0.014462;-0.000166 
Unmyelinated axon;42.600000;-56.700000;0.228549;2.391309;0.334269;0.539578;0.761563;0.260658;0.012706;-0.000116 
Unmyelinated axon;42.200000;-56.800000;0.065300;1.214225;0.217132;0.288417;0.386696;0.148663;0.005995;-0.000033 
Unmyelinated axon;42.100000;-56.700000;0.032650;0.751391;0.171420;0.203941;0.239296;0.127049;0.002471;-0.000017 
Unmyelinated axon;42.300000;-56.700000;0.114274;1.394216;0.337126;0.381539;0.444018;0.240868;0.004392;-0.000058 
Unmyelinated axon;42.300000;-56.500000;0.065300;1.225653;0.199990;0.288417;0.390335;0.146880;0.006147;-0.000033 
Unmyelinated axon;40.200000;-63.200000;0.783595;3.691244;0.802817;0.999105;1.175555;0.619673;0.012305;-0.000397 
Unmyelinated axon;40.500000;-63.100000;0.465260;3.171270;0.657110;0.769862;1.009959;0.408304;0.015025;-0.000236 
Unmyelinated axon;40.200000;-63.900000;0.669321;3.728385;0.731392;0.923384;1.187384;0.503044;0.016899;-0.000339 
Unmyelinated axon;40.000000;-64.300000;0.857057;4.151221;0.794246;1.044889;1.322045;0.582046;0.018057;-0.000435 
Unmyelinated axon;39.700000;-64.900000;0.342823;2.956995;0.591399;0.660846;0.941718;0.315492;0.015880;-0.000174 
Unmyelinated axon;39.700000;-65.100000;0.269361;2.174177;0.514260;0.585777;0.692413;0.360679;0.007410;-0.000137 
Unmyelinated axon;40.600000;-62.200000;0.922357;5.805424;0.685680;1.083963;1.848861;0.419998;0.033637;-0.000468 
Unmyelinated axon;39.700000;-61.700000;1.191718;5.622576;0.742820;1.232117;1.790629;0.574331;0.030778;-0.000604 
Unmyelinated axon;39.300000;-61.400000;0.293848;2.219889;0.519974;0.611824;0.706971;0.390800;0.006719;-0.000149 
Unmyelinated axon;40.500000;-61.800000;0.873382;4.256930;0.791389;1.054793;1.355710;0.575009;0.019273;-0.000443 
Unmyelinated axon;40.800000;-62.200000;0.440772;3.791239;0.414265;0.749329;1.207401;0.309540;0.021893;-0.000224 
Unmyelinated axon;41.300000;-62.500000;0.897869;5.468298;0.574257;1.069478;1.741496;0.436537;0.031635;-0.000455 
Unmyelinated axon;41.600000;-62.300000;0.971331;6.705379;0.559972;1.112369;2.135471;0.378755;0.037488;-0.000493 
Unmyelinated axon;41.800000;-62.500000;0.244873;2.248459;0.545687;0.558517;0.716070;0.305503;0.010119;-0.000124 
Unmyelinated axon;42.300000;-63.000000;0.285686;2.582728;0.482833;0.603267;0.822525;0.304324;0.013106;-0.000145 
Unmyelinated axon;42.100000;-62.800000;0.546884;3.336976;0.685680;0.834666;1.062731;0.460911;0.014758;-0.000277 
Unmyelinated axon;42.400000;-62.800000;0.114274;1.694201;0.314270;0.381539;0.539554;0.183872;0.009022;-0.000058 
Unmyelinated axon;42.500000;-63.000000;0.106112;1.648489;0.339983;0.367661;0.524996;0.175085;0.008872;-0.000054 
Unmyelinated axon;42.300000;-62.700000;0.081624;1.488497;0.242845;0.322460;0.474044;0.148247;0.008227;-0.000041 
Unmyelinated axon;39.700000;-61.200000;0.865220;5.488297;0.688537;1.049853;1.747865;0.417938;0.031815;-0.000439 
Unmyelinated axon;39.400000;-61.200000;0.685646;4.719764;0.471405;0.934577;1.503110;0.386879;0.027245;-0.000348 
Unmyelinated axon;39.700000;-61.500000;0.122437;1.485640;0.371410;0.394931;0.473134;0.238163;0.005374;-0.000062 
Unmyelinated axon;39.700000;-60.100000;0.824407;4.185505;0.737106;1.024793;1.332963;0.549730;0.019475;-0.000418 
Unmyelinated axon;39.500000;-60.500000;0.840732;5.048319;0.588542;1.034890;1.607745;0.445817;0.028833;-0.000426 
Unmyelinated axon;37.300000;-60.200000;0.587696;3.594106;0.622826;0.865250;1.144620;0.453862;0.017314;-0.000298 
Unmyelinated axon;37.400000;-59.800000;0.538722;3.636961;0.539973;0.828414;1.158268;0.404886;0.019108;-0.000273 
Unmyelinated axon;46.600000;-55.600000;0.579534;3.534109;0.708536;0.859220;1.125512;0.456595;0.016693;-0.000294 
Unmyelinated axon;46.600000;-55.800000;0.195899;2.357025;0.305699;0.499552;0.750645;0.223757;0.013232;-0.000099 
Unmyelinated axon;46.000000;-56.000000;0.579534;3.831237;0.585685;0.859220;1.220139;0.411959;0.020498;-0.000294 
Unmyelinated axon;46.600000;-56.200000;0.587696;3.914090;0.574257;0.865250;1.246525;0.407613;0.021253;-0.000298 
Unmyelinated axon;47.300000;-56.000000;0.416285;3.508396;0.402837;0.728216;1.117324;0.318281;0.019926;-0.000211 
Unmyelinated axon;38.700000;-50.600000;0.677483;4.802617;0.545687;0.928997;1.529496;0.374502;0.027820;-0.000344 
Unmyelinated axon;39.100000;-50.600000;0.277523;2.214175;0.508546;0.594586;0.705151;0.364213;0.007662;-0.000141 
Unmyelinated axon;39.200000;-50.800000;0.057137;1.034234;0.199990;0.269789;0.329374;0.158155;0.004025;-0.000029 
Unmyelinated axon;38.700000;-50.800000;0.701971;5.302592;0.514260;0.945637;1.688724;0.348280;0.030486;-0.000356 
Unmyelinated axon;39.600000;-49.100000;0.497909;3.005564;0.742820;0.796417;0.957186;0.477940;0.011017;-0.000253 
Unmyelinated axon;39.700000;-49.300000;0.171411;1.722771;0.428550;0.467288;0.548653;0.290805;0.005683;-0.000087 
Unmyelinated axon;40.300000;-49.200000;0.489747;3.034134;0.651396;0.789862;0.966285;0.461638;0.011894;-0.000248 
Unmyelinated axon;40.600000;-49.600000;1.012144;3.991229;1.057090;1.135498;1.271092;0.766665;0.009708;-0.000513 
Unmyelinated axon;40.400000;-49.800000;0.097949;1.339933;0.285700;0.353237;0.426730;0.210344;0.005013;-0.000050 
Unmyelinated axon;39.900000;-48.700000;1.101931;4.531202;0.911383;1.184792;1.443058;0.696963;0.017484;-0.000559 
Unmyelinated axon;40.300000;-48.700000;1.248855;4.931182;0.965666;1.261308;1.570440;0.718657;0.020481;-0.000633 
Unmyelinated axon;40.700000;-48.900000;0.816245;4.585485;0.599970;1.019707;1.460346;0.483864;0.024753;-0.000414 
Unmyelinated axon;41.500000;-49.100000;2.203861;6.291114;1.377074;1.675550;2.003539;1.013374;0.022575;-0.001118 
Unmyelinated axon;41.400000;-49.500000;0.432610;2.697008;0.685680;0.742358;0.858920;0.473155;0.008224;-0.000219 
Unmyelinated axon;40.800000;-47.700000;1.305992;5.374017;1.034234;1.289839;1.711470;0.673899;0.026038;-0.000662 
Unmyelinated axon;40.900000;-48.000000;0.873382;4.185505;0.791389;1.054793;1.332963;0.588553;0.018146;-0.000443 
Unmyelinated axon;40.500000;-48.000000;0.767270;4.299785;0.574257;0.988643;1.369358;0.488908;0.022317;-0.000389 
Unmyelinated axon;42.900000;-47.000000;1.167230;5.159742;0.788532;1.219392;1.643230;0.624423;0.025697;-0.000592 
Unmyelinated axon;42.600000;-47.200000;0.571371;3.022706;0.694251;0.853148;0.962645;0.567774;0.007822;-0.000290 
Unmyelinated axon;42.400000;-47.400000;0.930519;4.699765;0.814245;1.088749;1.496740;0.543522;0.024140;-0.000472 
Unmyelinated axon;42.000000;-47.800000;0.546884;4.648339;0.551401;0.834666;1.480363;0.309732;0.026770;-0.000277 
Unmyelinated axon;43.500000;-47.300000;1.044793;4.288357;0.954238;1.153667;1.365719;0.708682;0.014717;-0.000530 
Unmyelinated axon;43.600000;-46.400000;2.032450;7.939603;0.942810;1.609071;2.528536;0.684054;0.045541;-0.001031 
Unmyelinated axon;43.300000;-46.000000;2.440572;7.728185;0.988522;1.763238;2.461205;0.863573;0.040518;-0.001238 
Unmyelinated axon;43.600000;-45.600000;0.179574;1.902762;0.405694;0.478285;0.605975;0.265921;0.008307;-0.000091 
Unmyelinated axon;30.200000;-44.000000;2.383435;6.596813;1.414215;1.742476;2.100896;1.040662;0.024492;-0.001209 
Unmyelinated axon;30.700000;-44.100000;0.555047;3.291264;0.579971;0.840872;1.048173;0.478316;0.013718;-0.000282 
Unmyelinated axon;33.100000;-43.700000;2.383435;6.722521;1.145657;1.742476;2.140930;1.011968;0.026750;-0.001209 
Unmyelinated axon;34.400000;-44.100000;0.922357;4.211218;0.705679;1.083963;1.341152;0.623207;0.017148;-0.000468 
Unmyelinated axon;33.600000;-44.500000;0.652996;3.294121;0.682823;0.912054;1.049083;0.587050;0.009703;-0.000331 
Unmyelinated axon;32.500000;-44.500000;3.036431;6.876799;1.597063;1.966740;2.190063;1.340946;0.016001;-0.001540 
Unmyelinated axon;33.000000;-44.500000;0.391798;2.979851;0.462834;0.706474;0.948997;0.363261;0.014760;-0.000199 
Unmyelinated axon;32.500000;-45.300000;1.224367;4.502632;0.914240;1.248881;1.433959;0.806276;0.013118;-0.000621 
Unmyelinated axon;33.400000;-44.300000;0.220386;1.925618;0.371410;0.529855;0.613254;0.337527;0.005883;-0.000112 
Unmyelinated axon;32.900000;-45.600000;0.334660;2.282743;0.597113;0.652931;0.726988;0.445272;0.005306;-0.000170 
Unmyelinated axon;34.100000;-48.700000;0.497909;3.074132;0.599970;0.796417;0.979023;0.462195;0.012253;-0.000253 
Unmyelinated axon;33.800000;-48.800000;0.318336;2.537016;0.514260;0.636807;0.807967;0.353360;0.011118;-0.000161 
Unmyelinated axon;34.100000;-48.900000;0.244873;2.119894;0.428550;0.558517;0.675125;0.332283;0.007950;-0.000124 
Unmyelinated axon;34.300000;-48.800000;0.293848;2.288457;0.545687;0.611824;0.728808;0.372208;0.008078;-0.000149 
Unmyelinated axon;33.700000;-48.500000;0.179574;1.719914;0.457120;0.478285;0.547743;0.310145;0.004930;-0.000091 
Unmyelinated axon;29.700000;-47.800000;0.081624;1.217082;0.254273;0.322460;0.387606;0.193472;0.004464;-0.000041 
Unmyelinated axon;33.500000;-46.800000;0.644833;3.728385;0.599970;0.906335;1.187384;0.481549;0.017616;-0.000327 
Unmyelinated axon;33.300000;-46.500000;0.326498;2.257030;0.571400;0.644919;0.718799;0.438968;0.005293;-0.000166 
Unmyelinated axon;34.600000;-46.900000;0.620346;4.371210;0.499975;0.888960;1.392105;0.379431;0.025042;-0.000315 
Unmyelinated axon;35.000000;-46.600000;0.636671;3.516967;0.791389;0.900581;1.120053;0.513941;0.014557;-0.000323 
Unmyelinated axon;33.000000;-58.500000;1.550865;5.065461;1.028520;1.405569;1.613204;0.908067;0.014720;-0.000787 
Unmyelinated axon;41.000000;-55.600000;1.061118;4.482633;1.002807;1.162645;1.427590;0.675856;0.017798;-0.000538 
Unmyelinated axon;41.100000;-55.900000;0.228549;2.297028;0.457120;0.539578;0.731538;0.274169;0.011553;-0.000116 
Unmyelinated axon;38.900000;-55.700000;0.938682;4.048369;0.885670;1.093514;1.289289;0.676018;0.013631;-0.000476 
Unmyelinated axon;38.700000;-56.100000;0.163249;1.751341;0.399980;0.456027;0.557752;0.266620;0.006860;-0.000083 
Unmyelinated axon;39.200000;-55.500000;0.734620;3.899805;0.742820;0.967379;1.241976;0.528155;0.017609;-0.000373 
Unmyelinated axon;39.300000;-55.300000;0.081624;1.225653;0.282843;0.322460;0.390335;0.191438;0.004621;-0.000041 
Unmyelinated axon;38.900000;-55.100000;0.555047;3.334119;0.588542;0.840872;1.061821;0.469685;0.014425;-0.000282 
Unmyelinated axon;39.400000;-56.000000;0.514234;3.325548;0.559972;0.809367;1.059092;0.430706;0.015674;-0.000261 
Unmyelinated axon;38.400000;-55.600000;0.269361;2.365596;0.445692;0.585777;0.753375;0.319051;0.010726;-0.000137 
Unmyelinated axon;38.300000;-55.300000;0.669321;4.305499;0.511403;0.923384;1.371178;0.419445;0.023978;-0.000339 
Unmyelinated axon;38.800000;-55.300000;0.171411;2.054183;0.331412;0.467288;0.654198;0.228019;0.010810;-0.000087 
