Name;CenterX;CenterY;Area;Perimeter;MinFeret;CircleAreaDiameter;CirclePerimeterDiameter;SAEDiameter;PerimeterError;AreaError 
Unmyelinated axon;37.300000;-73.100000;0.146924;1.714200;0.357125;0.432625;0.545924;0.241885;0.007402;-0.000075 
Unmyelinated axon;37.500000;-73.200000;0.065300;1.091374;0.257130;0.288417;0.347571;0.172380;0.004044;-0.000033 
Unmyelinated axon;40.200000;-72.800000;0.350985;2.717007;0.457120;0.668667;0.865289;0.361177;0.012498;-0.000178 
Unmyelinated axon;40.400000;-73.000000;0.595859;3.756955;0.548544;0.871238;1.196482;0.435506;0.019269;-0.000302 
Unmyelinated axon;41.000000;-73.000000;0.457097;3.788382;0.539973;0.763079;1.206491;0.322124;0.021773;-0.000232 
Unmyelinated axon;41.300000;-73.100000;0.138762;2.099895;0.291414;0.420436;0.668756;0.176260;0.012090;-0.000070 
Unmyelinated axon;41.800000;-72.300000;0.522397;3.842665;0.454263;0.815766;1.223779;0.366106;0.021549;-0.000265 
Unmyelinated axon;41.600000;-72.600000;0.408122;2.842715;0.488547;0.721042;0.905323;0.405982;0.012104;-0.000207 
Unmyelinated axon;41.500000;-72.500000;0.163249;2.028470;0.308556;0.456027;0.646010;0.219300;0.010823;-0.000083 
Unmyelinated axon;41.300000;-72.400000;0.081624;1.808481;0.185705;0.322460;0.575949;0.118740;0.010397;-0.000041 
Unmyelinated axon;41.300000;-72.300000;0.122437;1.954188;0.231417;0.394931;0.622353;0.167351;0.011219;-0.000062 
Unmyelinated axon;41.200000;-72.500000;0.204061;2.139893;0.394266;0.509854;0.681495;0.263849;0.010508;-0.000104 
Unmyelinated axon;42.400000;-72.700000;1.167230;5.296878;0.714250;1.219392;1.686904;0.603945;0.027447;-0.000592 
Unmyelinated axon;43.100000;-72.600000;0.448935;3.719814;0.408551;0.756235;1.184654;0.322656;0.021313;-0.000228 
Unmyelinated axon;43.500000;-72.700000;0.130599;1.674202;0.308556;0.407883;0.533185;0.217352;0.007874;-0.000066 
Unmyelinated axon;42.400000;-72.900000;0.620346;4.231217;0.588542;0.888960;1.347521;0.394093;0.023878;-0.000315 
Unmyelinated axon;42.500000;-73.200000;0.408122;2.522731;0.628540;0.721042;0.803418;0.491039;0.005902;-0.000207 
Unmyelinated axon;43.500000;-72.900000;0.522397;3.705529;0.451406;0.815766;1.180105;0.382378;0.020199;-0.000265 
Unmyelinated axon;43.800000;-73.000000;0.204061;1.957045;0.399980;0.509854;0.623263;0.298317;0.007651;-0.000104 
Unmyelinated axon;44.000000;-73.100000;0.228549;2.334169;0.334269;0.539578;0.743366;0.268640;0.012026;-0.000116 
Unmyelinated axon;44.400000;-73.200000;0.179574;2.271315;0.314270;0.478285;0.723349;0.212604;0.012801;-0.000091 
Unmyelinated axon;41.500000;-73.300000;0.726458;4.514060;0.514260;0.961990;1.437599;0.433700;0.025251;-0.000368 
Unmyelinated axon;41.500000;-73.500000;0.277523;3.251266;0.454263;0.594586;1.035435;0.225136;0.018792;-0.000141 
Unmyelinated axon;42.100000;-73.500000;0.946844;4.774047;0.674252;1.098258;1.520397;0.543469;0.024761;-0.000480 
Unmyelinated axon;41.900000;-73.400000;0.204061;2.402737;0.359982;0.509854;0.765203;0.228695;0.013478;-0.000104 
Unmyelinated axon;39.500000;-73.300000;0.710133;3.854093;0.657110;0.951119;1.227418;0.515654;0.017617;-0.000360 
Unmyelinated axon;39.900000;-73.300000;0.750945;4.162649;0.771390;0.978069;1.325684;0.497136;0.020928;-0.000381 
Unmyelinated axon;39.500000;-73.600000;0.204061;1.971330;0.371410;0.509854;0.627812;0.295166;0.007902;-0.000104 
Unmyelinated axon;39.500000;-73.500000;0.212224;2.348454;0.314270;0.519951;0.747915;0.245405;0.012733;-0.000108 
Unmyelinated axon;40.100000;-73.500000;0.677483;4.948324;0.491404;0.928997;1.575899;0.362154;0.028681;-0.000344 
Unmyelinated axon;40.600000;-73.500000;0.253036;2.508446;0.365696;0.567749;0.798868;0.275309;0.013281;-0.000128 
Unmyelinated axon;44.800000;-73.500000;0.204061;2.119894;0.351411;0.509854;0.675125;0.267102;0.010231;-0.000104 
Unmyelinated axon;44.700000;-73.600000;0.122437;1.659917;0.291414;0.394931;0.528636;0.203999;0.008172;-0.000062 
Unmyelinated axon;45.000000;-73.600000;0.138762;1.594206;0.379981;0.420436;0.507709;0.250509;0.005955;-0.000070 
Unmyelinated axon;45.100000;-73.800000;0.946844;6.936796;0.534259;1.098258;2.209171;0.355725;0.037755;-0.000480 
Unmyelinated axon;44.700000;-74.000000;0.497909;4.456920;0.414265;0.796417;1.419401;0.293966;0.025637;-0.000253 
Unmyelinated axon;45.100000;-73.900000;0.065300;1.117087;0.242845;0.288417;0.355760;0.166553;0.004504;-0.000033 
Unmyelinated axon;45.100000;-74.000000;0.040812;0.802817;0.199990;0.228013;0.255674;0.153472;0.001980;-0.000021 
Unmyelinated axon;45.000000;-74.000000;0.204061;2.434164;0.279986;0.509854;0.775211;0.225222;0.013760;-0.000104 
Unmyelinated axon;45.600000;-74.700000;0.065300;1.022806;0.228560;0.288417;0.325734;0.191626;0.002665;-0.000033 
Unmyelinated axon;43.700000;-74.700000;0.244873;2.157035;0.485690;0.558517;0.686954;0.323872;0.008614;-0.000124 
Unmyelinated axon;44.000000;-74.700000;0.261198;2.882713;0.279986;0.576833;0.918061;0.241666;0.016599;-0.000132 
Unmyelinated axon;44.400000;-74.600000;0.269361;3.391259;0.285700;0.585777;1.080019;0.208356;0.019301;-0.000137 
Unmyelinated axon;44.700000;-74.600000;0.032650;0.865671;0.165706;0.203941;0.275691;0.104013;0.004334;-0.000017 
Unmyelinated axon;43.800000;-74.500000;0.244873;3.534109;0.265701;0.558517;1.125512;0.180553;0.019213;-0.000124 
Unmyelinated axon;44.200000;-74.700000;0.334660;2.956995;0.551401;0.652931;0.941718;0.307167;0.016074;-0.000170 
Unmyelinated axon;43.500000;-74.400000;0.604021;5.454013;0.468548;0.877185;1.736947;0.288925;0.029975;-0.000306 
Unmyelinated axon;38.700000;-75.600000;0.685646;4.399780;0.519974;0.934577;1.401204;0.419714;0.024664;-0.000348 
Unmyelinated axon;39.300000;-75.700000;2.244673;7.362489;0.999950;1.690993;2.344742;0.835090;0.038269;-0.001139 
Unmyelinated axon;37.100000;-74.300000;1.885526;5.793996;1.057090;1.549821;1.845222;0.943583;0.020406;-0.000956 
Unmyelinated axon;37.600000;-74.400000;0.310173;2.594156;0.471405;0.628590;0.826164;0.332558;0.012338;-0.000157 
Unmyelinated axon;37.000000;-74.500000;0.897869;7.388202;0.639968;1.069478;2.352931;0.315117;0.037583;-0.000455 
Unmyelinated axon;41.600000;-75.900000;0.799920;4.276929;0.728535;1.009458;1.362079;0.516065;0.021346;-0.000406 
Unmyelinated axon;41.500000;-75.600000;0.138762;1.591349;0.342840;0.420436;0.506799;0.251187;0.005903;-0.000070 
Unmyelinated axon;41.200000;-75.700000;0.269361;2.585585;0.399980;0.585777;0.823435;0.284393;0.013674;-0.000137 
Unmyelinated axon;41.000000;-75.600000;0.220386;2.428450;0.334269;0.529855;0.773392;0.245692;0.013344;-0.000112 
Unmyelinated axon;41.000000;-75.800000;0.399960;2.679866;0.548544;0.713795;0.853461;0.431750;0.009614;-0.000203 
Unmyelinated axon;41.300000;-76.000000;0.359148;2.574157;0.571400;0.676397;0.819795;0.400816;0.009752;-0.000182 
Unmyelinated axon;41.100000;-76.000000;0.204061;2.411308;0.359982;0.509854;0.767932;0.227736;0.013556;-0.000104 
Unmyelinated axon;41.800000;-77.000000;0.832570;4.891184;0.634254;1.029854;1.557702;0.457724;0.027568;-0.000422 
Unmyelinated axon;42.100000;-76.800000;0.065300;1.122801;0.217132;0.288417;0.357580;0.165334;0.004602;-0.000033 
Unmyelinated axon;42.200000;-76.900000;0.081624;1.148514;0.257130;0.322460;0.365769;0.212600;0.003088;-0.000041 
Unmyelinated axon;42.800000;-76.800000;0.571371;3.656960;0.525688;0.853148;1.164637;0.429716;0.018591;-0.000290 
Unmyelinated axon;42.700000;-76.600000;0.375473;3.056990;0.491404;0.691599;0.973564;0.335183;0.016194;-0.000190 
Unmyelinated axon;42.600000;-76.700000;0.065300;1.077089;0.257130;0.288417;0.343022;0.175890;0.003776;-0.000033 
Unmyelinated axon;42.200000;-76.500000;0.130599;1.617062;0.257130;0.407883;0.514988;0.227875;0.006994;-0.000066 
Unmyelinated axon;42.100000;-76.600000;0.073462;1.257080;0.225703;0.305912;0.400344;0.162767;0.005926;-0.000037 
Unmyelinated axon;43.400000;-76.600000;0.571371;3.959802;0.471405;0.853148;1.261083;0.389665;0.021979;-0.000290 
Unmyelinated axon;44.000000;-76.300000;0.073462;1.208511;0.228560;0.305912;0.384876;0.171754;0.005175;-0.000037 
Unmyelinated axon;43.800000;-76.500000;0.138762;1.737056;0.257130;0.420436;0.553203;0.222105;0.008280;-0.000070 
Unmyelinated axon;44.100000;-76.500000;0.155087;2.014185;0.242845;0.444480;0.641460;0.208948;0.010955;-0.000079 
Unmyelinated axon;44.100000;-76.600000;0.195899;2.545587;0.251416;0.499552;0.810696;0.204693;0.014719;-0.000099 
Unmyelinated axon;44.700000;-76.300000;0.244873;2.134179;0.399980;0.558517;0.679675;0.328973;0.008209;-0.000124 
Unmyelinated axon;44.900000;-76.000000;0.701971;4.256930;0.608541;0.945637;1.355710;0.448135;0.023004;-0.000356 
Unmyelinated axon;39.100000;-73.400000;0.106112;1.305649;0.342840;0.367661;0.415812;0.243669;0.003437;-0.000054 
Unmyelinated axon;39.200000;-73.200000;0.155087;1.719914;0.388552;0.444480;0.547743;0.257028;0.006912;-0.000079 
Unmyelinated axon;39.000000;-73.400000;0.106112;1.359932;0.359982;0.367661;0.433099;0.227610;0.004559;-0.000054 
Unmyelinated axon;31.100000;-78.200000;1.322317;4.868328;1.131372;1.297875;1.550423;0.786131;0.017397;-0.000671 
Unmyelinated axon;24.100000;-75.500000;0.106112;1.325648;0.319984;0.367661;0.422181;0.237328;0.003864;-0.000054 
Unmyelinated axon;24.600000;-75.600000;1.052956;4.034084;1.085660;1.158165;1.284740;0.795405;0.009071;-0.000534 
Unmyelinated axon;24.900000;-75.800000;0.212224;2.045612;0.485690;0.519951;0.651469;0.293624;0.008657;-0.000108 
Unmyelinated axon;24.800000;-74.400000;0.326498;2.599870;0.425693;0.644919;0.827984;0.352104;0.011739;-0.000166 
Unmyelinated axon;24.500000;-74.700000;1.191718;5.451156;0.642825;1.232117;1.736037;0.596470;0.028908;-0.000604 
Unmyelinated axon;24.700000;-74.900000;0.644833;3.548394;0.665681;0.906335;1.130062;0.515368;0.014801;-0.000327 
Unmyelinated axon;24.200000;-74.000000;1.387616;6.208261;0.788532;1.329535;1.977153;0.602898;0.034611;-0.000704 
Unmyelinated axon;23.700000;-72.900000;0.865220;4.768333;0.791389;1.049853;1.518577;0.492167;0.025990;-0.000439 
Unmyelinated axon;24.000000;-73.000000;0.530559;4.008371;0.474262;0.822114;1.276551;0.354361;0.022888;-0.000269 
Unmyelinated axon;24.000000;-73.400000;0.081624;1.271365;0.228560;0.322460;0.404893;0.181548;0.005414;-0.000041 
Unmyelinated axon;24.200000;-73.100000;0.204061;2.254173;0.339983;0.509854;0.717889;0.247028;0.011944;-0.000104 
Unmyelinated axon;24.400000;-73.200000;0.367310;3.205554;0.402837;0.684040;1.020877;0.308875;0.017915;-0.000186 
Unmyelinated axon;42.500000;-43.500000;0.620346;3.328405;0.782818;0.888960;1.060002;0.539965;0.011801;-0.000315 
Unmyelinated axon;43.200000;-43.300000;0.538722;3.365546;0.585685;0.828414;1.071830;0.447565;0.015475;-0.000273 
Unmyelinated axon;43.500000;-43.400000;1.999800;6.339683;1.394216;1.596094;2.019007;0.889366;0.027560;-0.001014 
Unmyelinated axon;44.100000;-43.700000;0.506072;3.762669;0.474262;0.802918;1.198302;0.362551;0.021029;-0.000257 
Unmyelinated axon;43.700000;-44.200000;0.767270;4.531202;0.571400;0.988643;1.443058;0.458427;0.024898;-0.000389 
Unmyelinated axon;42.300000;-44.000000;1.191718;4.682623;0.908526;1.232117;1.491281;0.731621;0.017648;-0.000604 
Unmyelinated axon;42.000000;-44.500000;0.457097;3.831237;0.388552;0.763079;1.220139;0.317998;0.022087;-0.000232 
Unmyelinated axon;44.300000;-44.300000;1.950825;8.571000;1.151371;1.576429;2.729618;0.600687;0.049582;-0.000989 
Unmyelinated axon;44.700000;-44.100000;0.416285;3.236981;0.434264;0.728216;1.030886;0.350490;0.017259;-0.000211 
Unmyelinated axon;44.800000;-44.700000;1.624327;7.062504;0.771390;1.438474;2.249205;0.615061;0.040438;-0.000824 
Unmyelinated axon;44.000000;-44.900000;2.505872;7.242495;1.194226;1.786671;2.306527;0.968180;0.033132;-0.001271 
Unmyelinated axon;44.700000;-43.600000;0.636671;3.676959;0.657110;0.900581;1.171006;0.483316;0.017096;-0.000323 
Unmyelinated axon;44.900000;-43.800000;0.481584;3.136986;0.534259;0.783252;0.999040;0.431464;0.013937;-0.000244 
Unmyelinated axon;45.200000;-45.300000;2.367110;7.325348;1.228510;1.736498;2.332913;0.892742;0.036293;-0.001201 
Unmyelinated axon;44.200000;-45.300000;0.497909;3.825523;0.471405;0.796417;1.218319;0.349306;0.021695;-0.000253 
Unmyelinated axon;44.700000;-45.700000;0.514234;2.948424;0.728535;0.809367;0.938989;0.513562;0.009130;-0.000261 
Unmyelinated axon;45.000000;-46.200000;1.942663;5.733999;1.205654;1.573127;1.826114;0.997242;0.017812;-0.000985 
Unmyelinated axon;45.500000;-46.600000;2.342623;6.705379;1.514210;1.727493;2.135471;0.994467;0.027226;-0.001188 
Unmyelinated axon;46.500000;-44.400000;1.828389;6.165406;1.071375;1.526158;1.963505;0.830842;0.027980;-0.000927 
Unmyelinated axon;46.100000;-44.900000;1.403941;4.985465;0.991379;1.337333;1.587728;0.817803;0.017338;-0.000712 
Unmyelinated axon;46.500000;-45.000000;0.865220;4.256930;0.677109;1.049853;1.355710;0.568685;0.019487;-0.000439 
Unmyelinated axon;46.700000;-45.300000;1.183555;4.871185;0.819959;1.227890;1.551333;0.685369;0.021105;-0.000600 
Unmyelinated axon;47.800000;-46.700000;0.644833;3.485540;0.694251;0.906335;1.110045;0.528823;0.013718;-0.000327 
Unmyelinated axon;47.000000;-47.200000;0.506072;3.096988;0.665681;0.802918;0.986302;0.466458;0.012314;-0.000257 
Unmyelinated axon;46.800000;-47.500000;0.350985;2.385595;0.628540;0.668667;0.759744;0.439564;0.006489;-0.000178 
Unmyelinated axon;46.900000;-47.800000;0.489747;3.194126;0.542830;0.789862;1.017238;0.429412;0.014530;-0.000248 
Unmyelinated axon;47.100000;-47.600000;1.126418;4.945467;0.791389;1.197885;1.574989;0.633430;0.023539;-0.000571 
Unmyelinated axon;47.700000;-47.600000;0.963169;3.791239;1.025663;1.107685;1.207401;0.787658;0.007116;-0.000489 
Unmyelinated axon;47.600000;-48.000000;0.481584;2.888427;0.657110;0.783252;0.919881;0.487226;0.009541;-0.000244 
Unmyelinated axon;48.000000;-47.800000;1.730439;5.274022;1.431357;1.484716;1.679625;0.983524;0.013911;-0.000878 
Unmyelinated axon;47.100000;-48.500000;0.293848;2.571300;0.468548;0.611824;0.818885;0.316071;0.012657;-0.000149 
Unmyelinated axon;47.500000;-48.500000;1.020306;4.319784;1.017092;1.140067;1.375727;0.680025;0.016091;-0.000518 
Unmyelinated axon;47.200000;-48.800000;0.285686;2.991279;0.342840;0.603267;0.952637;0.255023;0.017185;-0.000145 
Unmyelinated axon;47.300000;-48.700000;0.081624;1.265651;0.314270;0.322460;0.403074;0.182705;0.005319;-0.000041 
Unmyelinated axon;47.500000;-48.900000;0.799920;4.651196;1.157085;1.009458;1.481273;0.465107;0.025670;-0.000406 
Unmyelinated axon;47.800000;-48.900000;0.440772;3.371260;0.682823;0.749329;1.073650;0.355356;0.018207;-0.000224 
Unmyelinated axon;48.000000;-49.100000;0.269361;2.771290;0.348554;0.585777;0.882576;0.261547;0.015583;-0.000137 
Unmyelinated axon;47.700000;-49.200000;0.677483;4.085510;0.591399;0.928997;1.301118;0.453085;0.021510;-0.000344 
Unmyelinated axon;47.600000;-49.400000;0.138762;2.054183;0.248559;0.420436;0.654198;0.180787;0.011740;-0.000070 
Unmyelinated axon;48.400000;-49.400000;1.501891;6.628240;0.888527;1.383198;2.110904;0.608363;0.037543;-0.000762 
Unmyelinated axon;48.600000;-48.700000;0.726458;3.548394;0.814245;0.961990;1.130062;0.598188;0.011735;-0.000368 
Unmyelinated axon;48.900000;-48.900000;0.873382;3.925518;1.028520;1.054793;1.250165;0.646734;0.013547;-0.000443 
Unmyelinated axon;52.300000;-45.200000;1.567190;6.233974;0.908526;1.412948;1.985342;0.686349;0.032951;-0.000795 
Unmyelinated axon;51.700000;-45.600000;1.616165;5.905419;0.968523;1.434855;1.880707;0.761868;0.027930;-0.000820 
Unmyelinated axon;51.700000;-46.300000;1.085606;4.145507;1.019949;1.175984;1.320225;0.789803;0.010320;-0.000551 
Unmyelinated axon;51.600000;-46.700000;0.383635;3.168413;0.419979;0.699076;1.009049;0.328568;0.017235;-0.000195 
Unmyelinated axon;51.900000;-46.900000;0.457097;3.599820;0.442835;0.763079;1.146439;0.341861;0.020206;-0.000232 
Unmyelinated axon;51.400000;-47.300000;0.497909;3.182698;0.562829;0.796417;1.013598;0.440048;0.014061;-0.000253 
Unmyelinated axon;51.500000;-47.500000;0.350985;3.631247;0.365696;0.668667;1.156448;0.255123;0.021009;-0.000178 
Unmyelinated axon;51.000000;-47.700000;0.302011;3.014135;0.339983;0.620264;0.959916;0.268394;0.017187;-0.000153 
Unmyelinated axon;50.900000;-48.000000;0.155087;1.828480;0.319984;0.444480;0.582318;0.236154;0.008639;-0.000079 
Unmyelinated axon;51.400000;-47.900000;0.604021;4.608341;0.545687;0.877185;1.467625;0.347271;0.026717;-0.000306 
Unmyelinated axon;49.600000;-46.500000;1.338642;6.548244;0.699965;1.305862;2.085428;0.544969;0.037739;-0.000679 
Unmyelinated axon;50.200000;-46.400000;0.081624;1.214225;0.265701;0.322460;0.386696;0.194165;0.004410;-0.000041 
Unmyelinated axon;42.300000;-42.700000;0.906032;6.142550;0.614255;1.074328;1.956226;0.387352;0.035113;-0.000460 
Unmyelinated axon;41.900000;-42.800000;0.244873;2.976994;0.302842;0.558517;0.948087;0.217562;0.017254;-0.000124 
Unmyelinated axon;41.500000;-43.000000;0.253036;2.465591;0.357125;0.567749;0.785220;0.281288;0.012771;-0.000128 
Unmyelinated axon;42.000000;-43.100000;0.146924;1.759912;0.319984;0.432625;0.560482;0.233320;0.008116;-0.000075 
Unmyelinated axon;44.500000;-40.800000;0.987656;5.971130;0.577114;1.121678;1.901634;0.437554;0.034610;-0.000501 
Unmyelinated axon;49.300000;-37.000000;0.155087;1.865621;0.328555;0.444480;0.594147;0.230001;0.009162;-0.000079 
Unmyelinated axon;49.100000;-37.400000;0.661158;4.742620;0.482833;0.917736;1.510389;0.370119;0.027472;-0.000335 
Unmyelinated axon;49.400000;-37.500000;0.522397;3.251266;0.685680;0.815766;1.035435;0.452416;0.014263;-0.000265 
Unmyelinated axon;49.500000;-37.800000;0.759108;4.731192;0.682823;0.983370;1.506749;0.430488;0.026853;-0.000385 
Unmyelinated axon;49.100000;-37.800000;0.726458;3.894091;0.614255;0.961990;1.240156;0.522282;0.017756;-0.000368 
Unmyelinated axon;50.900000;-37.600000;1.240692;6.808231;0.925668;1.257179;2.168226;0.481146;0.039405;-0.000629 
Unmyelinated axon;50.700000;-37.600000;0.897869;3.934089;0.908526;1.069478;1.252895;0.667948;0.012832;-0.000455 
Unmyelinated axon;50.200000;-37.900000;0.759108;4.394066;0.625683;0.983370;1.399384;0.470265;0.023563;-0.000385 
Unmyelinated axon;50.500000;-37.800000;0.204061;1.871335;0.485690;0.509854;0.595967;0.319575;0.006034;-0.000104 
Unmyelinated axon;50.300000;-38.100000;0.595859;3.862664;0.522831;0.871238;1.230148;0.420673;0.020534;-0.000302 
Unmyelinated axon;50.800000;-38.200000;1.412104;5.534009;0.868528;1.341215;1.762423;0.709764;0.026309;-0.000716 
Unmyelinated axon;50.700000;-39.700000;0.677483;3.494111;0.657110;0.928997;1.112774;0.560371;0.012630;-0.000344 
Unmyelinated axon;51.000000;-39.900000;0.408122;2.488447;0.657110;0.721042;0.792499;0.504173;0.005116;-0.000207 
Unmyelinated axon;51.200000;-40.000000;0.285686;2.145607;0.582828;0.603267;0.683314;0.398741;0.005711;-0.000145 
Unmyelinated axon;50.900000;-39.100000;1.208042;8.970980;0.802817;1.240527;2.857000;0.348444;0.043773;-0.000613 
Unmyelinated axon;51.000000;-39.400000;1.232530;6.053983;0.859957;1.253037;1.928020;0.545858;0.034431;-0.000625 
Unmyelinated axon;49.500000;-38.800000;0.530559;4.096938;0.491404;0.822114;1.304757;0.345541;0.023572;-0.000269 
Unmyelinated axon;49.900000;-38.800000;0.367310;2.905569;0.491404;0.684040;0.925340;0.348560;0.014562;-0.000186 
Unmyelinated axon;49.300000;-39.200000;0.604021;3.642675;0.591399;0.877185;1.160088;0.460290;0.017539;-0.000306 
Unmyelinated axon;50.100000;-38.500000;0.228549;1.977044;0.462834;0.539578;0.629632;0.339146;0.006318;-0.000116 
Unmyelinated axon;50.100000;-38.800000;0.318336;3.154128;0.382838;0.636807;1.004499;0.269541;0.018114;-0.000161 
Unmyelinated axon;49.700000;-39.300000;0.995819;6.308256;0.565686;1.126303;2.008999;0.415354;0.036279;-0.000505 
Unmyelinated axon;48.600000;-39.900000;0.236711;2.334169;0.394266;0.549129;0.743366;0.279560;0.011712;-0.000120 
Unmyelinated axon;48.900000;-39.600000;0.563209;4.562629;0.657110;0.847032;1.453067;0.326104;0.026423;-0.000286 
Unmyelinated axon;48.500000;-40.000000;0.220386;2.525588;0.399980;0.529855;0.804327;0.234500;0.014264;-0.000112 
Unmyelinated axon;50.300000;-41.600000;0.791758;3.942660;0.814245;1.004295;1.255624;0.568865;0.016581;-0.000402 
Unmyelinated axon;50.300000;-42.000000;1.052956;3.979801;1.128515;1.158165;1.267453;0.816877;0.007813;-0.000534 
Unmyelinated axon;50.900000;-41.900000;0.938682;4.679766;0.722821;1.093514;1.490371;0.551909;0.023732;-0.000476 
Unmyelinated axon;50.500000;-42.400000;0.979494;4.885470;0.779961;1.117033;1.555882;0.548541;0.025544;-0.000497 
Unmyelinated axon;50.300000;-42.900000;0.563209;3.582678;0.505689;0.847032;1.140980;0.433974;0.017830;-0.000286 
Unmyelinated axon;50.600000;-42.700000;0.089787;1.228510;0.242845;0.338199;0.391245;0.215608;0.003743;-0.000046 
Unmyelinated axon;50.200000;-42.600000;0.155087;1.931332;0.291414;0.444480;0.615074;0.220062;0.010012;-0.000079 
Unmyelinated axon;50.200000;-42.400000;0.081624;1.197083;0.279986;0.322460;0.381237;0.198485;0.004084;-0.000041 
Unmyelinated axon;50.400000;-43.100000;0.146924;1.634204;0.357125;0.432625;0.520447;0.259254;0.006013;-0.000075 
Unmyelinated axon;51.500000;-42.400000;1.061118;4.162649;1.108516;1.162645;1.325684;0.759604;0.011598;-0.000538 
Unmyelinated axon;51.200000;-43.000000;1.844713;7.076789;1.014235;1.532956;2.253754;0.704690;0.039116;-0.000936 
Unmyelinated axon;51.700000;-42.800000;0.146924;1.531352;0.342840;0.432625;0.487692;0.288400;0.003935;-0.000075 
Unmyelinated axon;53.300000;-43.200000;1.126418;4.805474;0.777104;1.197885;1.530406;0.658391;0.021438;-0.000571 
Unmyelinated axon;53.800000;-42.700000;0.628509;4.954038;0.391409;0.894789;1.577719;0.334191;0.028568;-0.000319 
Unmyelinated axon;53.100000;-37.300000;0.350985;3.205554;0.351411;0.668667;1.020877;0.293953;0.018161;-0.000178 
Unmyelinated axon;53.900000;-37.500000;0.277523;2.956995;0.297128;0.594586;0.941718;0.250498;0.017003;-0.000141 
Unmyelinated axon;53.200000;-37.900000;0.799920;4.399780;0.574257;1.009458;1.401204;0.497856;0.022902;-0.000406 
Unmyelinated axon;53.600000;-37.600000;0.440772;2.711293;0.599970;0.749329;0.863469;0.480847;0.008073;-0.000224 
Unmyelinated axon;52.900000;-38.700000;0.971331;4.688337;0.637111;1.112369;1.493101;0.572528;0.023193;-0.000493 
Unmyelinated axon;52.700000;-39.200000;0.481584;3.068418;0.577114;0.783252;0.977203;0.444986;0.012823;-0.000244 
Unmyelinated axon;52.900000;-40.200000;1.338642;8.779561;0.711393;1.305862;2.796039;0.395905;0.045679;-0.000679 
Unmyelinated axon;54.100000;-33.800000;0.930519;4.325498;0.708536;1.088749;1.377547;0.606474;0.018815;-0.000472 
Unmyelinated axon;54.400000;-34.800000;0.652996;5.819709;0.405694;0.912054;1.853411;0.292228;0.031465;-0.000331 
Unmyelinated axon;54.700000;-34.700000;0.506072;3.134129;0.542830;0.802918;0.998130;0.458508;0.012954;-0.000257 
Unmyelinated axon;54.300000;-35.300000;0.432610;4.105509;0.454263;0.742358;1.307487;0.277601;0.023680;-0.000219 
Unmyelinated axon;51.600000;-35.500000;0.701971;3.336976;0.828530;0.945637;1.062731;0.633898;0.008375;-0.000356 
Unmyelinated axon;52.000000;-35.400000;0.620346;3.076989;0.765676;0.888960;0.979933;0.617993;0.006517;-0.000315 
Unmyelinated axon;45.700000;-38.600000;1.314154;4.585485;1.114230;1.293863;1.460346;0.860627;0.011892;-0.000667 
Unmyelinated axon;46.100000;-39.000000;1.159068;5.465441;0.894241;1.215121;1.740586;0.576436;0.029510;-0.000588 
Unmyelinated axon;46.600000;-38.300000;0.677483;3.536966;0.759962;0.928997;1.126422;0.550155;0.013422;-0.000344 
Unmyelinated axon;47.000000;-38.200000;0.293848;2.474162;0.519974;0.611824;0.787950;0.332621;0.011255;-0.000149 
Unmyelinated axon;46.500000;-38.600000;0.171411;2.142750;0.414265;0.467288;0.682404;0.216551;0.011779;-0.000087 
Unmyelinated axon;46.700000;-38.600000;0.081624;1.259937;0.262844;0.322460;0.401254;0.183883;0.005223;-0.000041 
Unmyelinated axon;46.600000;-38.600000;0.040812;0.831387;0.199990;0.228013;0.264773;0.144462;0.002588;-0.000021 
Unmyelinated axon;46.400000;-38.300000;0.195899;2.017042;0.379981;0.499552;0.642370;0.272151;0.009142;-0.000099 
Unmyelinated axon;46.100000;-38.500000;0.155087;1.894191;0.405694;0.444480;0.603246;0.225542;0.009543;-0.000079 
Unmyelinated axon;45.800000;-38.300000;0.212224;2.071325;0.431407;0.519951;0.659658;0.288544;0.009076;-0.000108 
Unmyelinated axon;46.300000;-37.900000;0.081624;1.134229;0.294271;0.322460;0.361219;0.217437;0.002775;-0.000041 
Unmyelinated axon;46.000000;-38.700000;0.179574;1.828480;0.394266;0.478285;0.582318;0.281515;0.007046;-0.000091 
Unmyelinated axon;46.700000;-36.000000;0.816245;3.905519;0.757105;1.019707;1.243796;0.598562;0.015150;-0.000414 
Unmyelinated axon;48.100000;-35.700000;0.701971;3.294121;0.922811;0.945637;1.049083;0.649331;0.007413;-0.000356 
Unmyelinated axon;48.100000;-36.500000;0.726458;3.574107;0.722821;0.961990;1.138251;0.591393;0.012238;-0.000368 
Unmyelinated axon;45.800000;-34.500000;1.134580;4.545487;1.062804;1.202217;1.447607;0.719426;0.016788;-0.000575 
Unmyelinated axon;46.300000;-34.800000;1.191718;5.125458;0.714250;1.232117;1.632311;0.645068;0.024760;-0.000604 
Unmyelinated axon;47.500000;-35.100000;1.640652;5.674002;0.994236;1.445684;1.807007;0.819181;0.023843;-0.000832 
Unmyelinated axon;46.700000;-35.300000;1.787576;5.288307;1.228510;1.509029;1.684174;1.024538;0.012546;-0.000907 
Unmyelinated axon;46.900000;-34.400000;0.375473;3.459827;0.354268;0.691599;1.101856;0.289404;0.019927;-0.000190 
